gene_id	R1_1	R2_1	R3_1	R4_1	R6_1	RG1_1	RG3_1	RG4_1	RG5_1	RG6_1	RY1_1	RY3_1	RY4_1	RY5_1	RY6_1	R1_2	R2_2	R4_2	R6_2	RG1_2	RG2_2	RG3_2	RG4_2	RG6_2	RY1_2	RY2_2	RY3_2	RY5_2	RY7_2	R1_3	R2_3	R3_3	R5_3	R6_3	R7_3	RG1_3	RG2_3	RG3_3	RG4_3	RG6_3	RY3_3	RY4_3	RY5_3	RY6_3	RY7_3	B2_1	B3_1	B4_1	B5_1	B6_1	BG1_1	BG2_1	BG3_1	BG4_1	BG5_1	BY1_1	BY2_1	BY3_1	BY4_1	BY5_1	B1_2	B2_2	B3_2	B4_2	B5_2	BG1_2	BG2_2	BG3_2	BG4_2	BG5_2	BY1_2	BY2_2	BY4_2	BY5_2	B1_3	B2_3	B3_3	B4_3	B5_3	BG1_3	BG2_3	BG3_3	BG5_3	BG6_3	BY1_3	BY2_3	BY3_3	BY4_3	BY5_3	BY6_3
patho_DN102426_c0_g3	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	8.00	13.00	81.00	39.00	7.00	8.00	99.00	29.00	17.00	17.00	10.92	15.00	30.00	5.00	228.00	269.81	37.00	221.44	7.00	263.98	168.83	61.85	291.95	63.00	50.00	214.00	186.91	78.00	94.79	140.98	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	15.00	2.00	1.00	0.00	18.00	3.00	0.00	2.00	11.00	12.00	32.00	17.00	1.00	6.00	87.00	82.00	92.00	29.00	73.00	105.00	39.00	876.86	20.00	318.00	165.00	107.00	0.00	38.00	224.00	259.00
patho_DN102433_c1_g1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.00	8.00	28.00	11.00	4.00	7.00	15.00	8.00	6.00	5.00	8.00	6.00	19.00	0.00	35.00	76.00	9.00	62.00	2.00	79.00	24.00	29.00	54.00	16.00	5.00	48.00	54.00	19.00	30.00	39.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.00	1.00	1.00	2.00	8.00	6.00	0.00	0.00	6.00	4.00	23.00	5.00	0.00	5.00	24.00	19.00	21.00	6.00	17.00	43.00	10.00	234.00	3.00	106.00	62.00	28.00	2.00	17.00	52.53	100.00
patho_DN102446_c0_g1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	15.00	6.00	47.00	21.00	0.00	2.00	16.00	13.00	2.00	14.00	7.00	19.00	20.00	1.00	1256.00	1102.27	7.00	821.00	22.00	913.00	634.00	621.00	703.00	367.00	247.24	732.00	336.96	533.98	505.06	579.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.00	1.00	0.00	0.00	7.00	2.00	0.00	0.00	0.00	4.00	12.00	7.00	0.00	8.00	407.00	238.00	268.00	94.00	241.00	214.00	83.00	1527.00	38.00	1342.00	377.00	420.00	0.00	193.00	1141.00	1958.92
patho_DN102469_c1_g1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	12.00	42.00	62.00	37.00	16.00	22.00	96.00	45.00	20.00	26.00	12.00	24.00	45.00	3.00	140.00	143.00	46.00	92.00	2.00	115.00	57.00	26.00	134.00	45.00	14.00	102.00	157.00	70.00	55.00	59.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	23.00	4.00	0.00	0.00	42.00	16.00	4.00	3.00	34.00	16.00	61.00	18.00	0.00	10.00	29.00	36.00	61.00	13.00	38.00	74.00	15.00	755.00	9.00	226.00	111.00	37.00	6.00	17.00	97.00	175.00
patho_DN102752_c0_g1	2.00	10.00	0.00	40.00	15.00	4.00	40.00	14.00	31.00	32.00	3.00	87.00	74.00	3.00	56.00	36.00	62.00	18.00	0.00	58.00	18.00	78.00	14.00	19.00	7.00	30.00	66.00	17.00	4.00	218.00	34.00	33.00	47.00	2.00	14.00	35.00	2.00	12.00	16.00	72.00	60.00	33.00	112.00	90.00	2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	128.00	12.00	1.00	3.00	19.00	2.00	0.00	1.00	12.00	0.00	0.00	0.00	36.00	1.00	7.00	1.00	2.00	0.00	0.00	0.00	0.00	0.00	3.00	14.00	61.00	3.00	39.00	0.00	6.00	0.00	0.00	0.00	0.00
patho_DN102758_c0_g1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	8.07	7.00	27.00	23.00	1.00	1.00	13.00	5.00	3.00	8.00	0.00	6.00	14.00	1.00	89.00	81.00	4.00	92.00	2.00	97.00	45.00	33.00	106.00	21.00	19.00	69.00	62.00	44.00	31.00	49.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.00	0.00	0.00	0.00	6.00	2.00	0.00	0.00	2.00	2.00	10.00	0.00	0.00	2.00	36.00	28.00	32.00	4.00	29.00	30.00	19.00	247.00	5.00	80.00	60.00	52.00	1.00	19.00	72.00	93.00
patho_DN102758_c0_g2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	22.00	25.00	0.00	1.00	12.00	3.00	1.00	4.00	3.00	5.00	6.00	1.00	77.00	75.00	3.00	44.00	0.00	106.00	48.00	17.00	73.00	14.00	16.00	54.00	76.00	24.00	22.00	29.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.00	0.00	0.00	0.00	7.00	0.00	0.00	0.00	1.00	1.00	7.00	3.00	0.00	0.00	21.00	26.00	26.00	6.00	14.00	21.00	3.00	172.00	10.00	44.00	39.00	30.00	0.00	12.00	58.00	72.00
patho_DN102758_c0_g3	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	7.00	6.00	0.00	0.00	5.00	0.00	0.00	4.00	1.00	1.00	2.00	0.00	13.00	14.00	0.00	15.00	0.00	18.00	26.00	7.00	17.00	3.00	3.00	14.00	12.00	11.00	13.00	7.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	6.00	6.00	8.00	1.00	4.00	6.00	2.00	52.00	1.00	14.00	13.00	11.00	0.00	2.00	7.00	18.00
patho_DN102758_c0_g6	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.00	2.00	39.85	47.00	3.00	3.00	15.00	11.00	3.00	13.00	0.00	5.00	19.00	0.00	132.00	95.00	12.00	108.00	4.00	138.00	58.00	32.00	152.01	24.00	30.00	98.00	86.00	69.00	76.00	60.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	7.00	0.00	1.00	0.00	12.00	2.00	0.00	1.00	1.00	1.00	9.00	4.00	0.00	1.00	22.00	28.00	42.00	8.00	34.00	39.00	21.00	288.00	6.00	96.00	74.00	62.00	0.00	30.00	96.00	184.00
patho_DN102777_c0_g1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	5.00	13.00	66.00	36.00	7.00	12.00	89.00	40.00	23.00	20.00	15.00	4.00	25.00	6.00	141.00	158.07	24.00	108.99	3.00	125.00	83.00	28.00	155.00	47.00	33.00	91.00	163.00	40.96	51.00	84.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	13.00	3.00	1.00	0.00	27.00	2.00	0.00	2.00	11.00	16.00	35.00	10.00	0.00	7.00	32.00	49.00	63.00	10.00	53.00	66.00	22.00	636.00	8.00	186.00	112.00	48.00	9.00	20.00	92.00	173.00
patho_DN102778_c0_g1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	34.00	41.00	29.00	39.00	73.00	29.00	44.00	50.00	30.00	53.00	48.00	56.00	108.00	24.00	23.00	32.61	43.00	133.00	2.00	14.68	38.21	9.00	12.00	43.00	27.00	22.00	42.00	24.99	39.00	20.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	40.00	3.00	0.00	3.00	58.00	35.00	18.00	15.00	65.00	44.00	76.00	58.97	6.00	109.00	5.00	8.00	20.00	12.00	15.00	58.00	22.00	74.06	32.00	162.45	22.00	13.00	36.00	8.00	33.00	53.89
patho_DN102786_c0_g1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.00	0.00	19.00	17.00	0.00	0.00	14.00	2.00	2.00	0.00	3.00	3.00	8.00	2.00	550.00	542.00	5.00	189.00	14.00	293.00	233.00	175.00	256.00	79.00	124.00	331.00	82.00	415.02	299.00	225.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.00	0.00	0.00	0.00	2.00	4.00	0.00	0.00	4.00	7.00	3.00	3.00	0.00	0.00	122.00	44.00	68.00	26.00	44.00	47.00	21.00	433.24	9.00	204.00	153.00	113.00	0.00	118.00	402.91	693.95
patho_DN102819_c0_g2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	6.00	33.00	58.00	64.00	10.00	11.00	44.00	22.00	4.00	19.00	8.00	8.00	33.00	1.00	63.02	80.00	27.00	140.00	10.00	148.44	85.00	16.00	49.00	48.00	45.41	99.00	63.01	49.00	88.20	80.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	15.00	3.00	0.00	0.00	22.00	12.00	0.00	1.00	21.00	6.00	49.00	18.00	0.00	3.00	19.00	43.00	56.00	3.00	31.00	49.00	13.00	502.00	11.00	142.00	79.00	41.00	8.00	21.00	59.00	100.00
patho_DN102819_c0_g3	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	8.00	43.00	91.00	90.00	1.00	11.00	80.00	56.00	8.00	28.00	13.00	25.00	36.00	4.00	62.86	82.00	34.00	186.00	8.00	94.55	38.00	18.00	76.00	36.85	19.00	50.00	71.00	56.00	83.00	45.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	28.00	1.00	0.00	3.00	46.00	18.00	3.00	2.00	21.00	6.00	68.00	17.00	0.00	9.00	20.00	72.00	50.00	18.00	19.00	35.00	18.00	238.00	4.00	82.00	61.00	28.00	4.00	25.00	38.00	59.00
patho_DN102825_c2_g1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	9.00	7.00	22.00	17.00	9.00	6.00	31.00	11.00	8.00	7.00	6.00	8.00	20.00	1.00	79.00	77.00	19.00	74.00	0.00	46.00	39.00	16.00	68.00	22.00	11.00	46.00	55.00	30.00	26.00	36.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.00	1.00	0.00	1.00	9.00	12.00	2.00	1.00	9.00	3.00	19.00	11.00	0.00	9.00	16.00	9.00	23.00	14.00	26.00	24.00	19.00	224.03	11.00	116.09	54.00	22.00	3.00	14.00	43.00	71.00
patho_DN102871_c0_g1	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	28.00	60.00	37.00	35.00	62.00	31.00	30.00	46.00	34.00	42.00	39.00	33.00	76.00	17.00	11.00	53.00	57.00	172.47	0.00	31.00	24.00	47.00	46.00	60.00	23.00	41.99	43.00	21.00	41.00	51.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	28.00	9.00	2.00	0.00	41.00	54.00	9.00	7.00	68.00	31.00	77.00	62.00	3.00	73.00	5.00	20.00	21.00	21.00	17.00	67.00	31.43	121.00	33.00	254.00	60.00	21.00	31.00	6.00	43.00	102.00
patho_DN102871_c0_g2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	6.00	19.00	69.00	39.00	8.00	15.00	67.00	42.00	19.00	19.00	11.00	14.00	43.00	3.00	171.13	188.98	19.00	132.22	2.00	142.00	109.00	61.99	203.99	71.99	31.95	141.01	153.99	45.00	71.99	72.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	15.00	4.00	2.00	0.00	23.00	6.00	0.00	1.00	19.00	10.00	34.00	15.00	0.00	3.00	33.00	58.00	52.00	15.00	41.00	59.00	19.57	651.93	11.00	204.79	109.00	46.08	8.00	25.00	118.00	255.95
patho_DN102885_c0_g1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	6.00	21.00	43.00	21.00	4.79	4.00	79.00	23.00	10.00	16.00	14.00	14.00	29.00	2.00	189.96	174.16	15.00	157.00	2.00	161.00	45.00	74.00	195.00	55.00	54.00	156.01	116.00	65.00	72.00	85.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	13.00	0.00	0.00	0.00	17.00	8.00	1.00	0.00	8.00	7.00	27.00	9.00	1.00	6.00	33.00	70.00	54.00	15.00	38.00	55.00	21.00	417.51	12.00	100.00	122.00	70.00	5.00	41.00	109.00	202.95
patho_DN102897_c0_g1	35.00	22.00	24.00	34.00	9.00	0.00	0.00	25.00	9.00	21.00	1.00	45.00	13.00	16.00	32.00	24.00	16.00	33.96	37.00	32.74	31.00	31.00	0.00	0.00	0.00	0.00	0.00	29.00	0.00	0.00	0.00	0.00	0.00	0.00	40.00	6.00	0.00	35.00	0.00	0.00	23.00	48.97	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	49.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	28.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	8.00	0.00	0.00	0.00	0.00	0.00	0.00
patho_DN102935_c0_g2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.00	9.00	5.00	12.00	8.00	4.00	6.00	5.00	5.00	15.00	16.00	13.00	17.00	3.00	8.00	17.00	9.00	41.00	2.00	5.00	8.00	13.00	6.00	14.00	16.00	19.00	22.00	15.85	42.00	23.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	6.00	0.00	0.00	0.00	10.00	1.00	2.00	3.00	10.00	1.00	10.00	13.00	1.00	20.00	1.00	5.00	1.00	4.00	4.00	11.00	6.00	19.00	8.00	83.00	27.00	5.00	5.00	9.00	41.00	78.00
patho_DN102974_c0_g1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	6.00	8.00	5.00	3.00	3.00	4.00	9.00	2.00	4.00	2.00	6.00	3.00	1.00	18.00	25.00	2.00	21.97	0.00	25.00	11.00	8.00	26.00	6.00	7.00	24.99	9.00	13.00	9.14	20.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	4.00	0.00	0.00	2.00	3.00	2.00	1.00	0.00	6.00	4.00	10.00	5.00	0.00	1.00	9.00	3.00	6.00	2.00	5.00	12.00	4.00	133.00	5.00	41.10	14.00	11.00	2.00	3.00	15.00	20.78
patho_DN102977_c0_g1	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	74.00	212.00	505.00	428.00	79.00	168.00	632.00	469.00	212.00	217.00	103.00	152.00	350.00	62.00	856.03	1049.69	234.00	938.01	43.00	823.00	469.03	334.98	800.06	423.11	217.00	637.00	997.00	422.00	723.00	578.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	159.04	32.00	6.00	15.00	226.00	132.00	15.00	25.00	215.00	116.00	386.00	140.00	7.00	113.00	236.00	266.00	341.00	123.00	211.00	429.00	224.00	3419.13	89.00	1358.02	535.98	333.00	72.00	182.00	594.00	966.84
patho_DN102977_c0_g2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	1.00	152.00	309.31	143.79	327.00	304.03	256.00	189.94	299.77	149.00	323.00	179.23	269.60	562.43	149.01	77.95	221.69	220.00	528.97	8.00	97.93	163.00	133.88	88.00	177.00	124.99	111.00	153.01	135.00	436.00	189.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	243.11	36.00	14.00	22.00	227.00	345.00	100.00	227.97	419.56	150.00	349.01	289.14	37.00	767.63	40.00	104.00	118.00	107.00	62.00	330.46	176.89	391.96	170.29	915.78	200.02	57.00	198.94	42.00	139.00	255.97
patho_DN103007_c0_g5	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.00	3.00	34.00	32.00	1.00	4.00	40.00	10.00	4.00	4.00	4.00	3.00	12.00	0.00	94.12	111.00	11.00	91.00	5.00	146.00	62.00	37.88	113.00	30.00	14.00	82.00	131.00	73.00	49.00	50.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.00	1.00	0.00	0.00	8.00	0.00	0.00	0.00	6.00	2.00	16.00	0.00	2.00	4.00	33.00	21.00	28.00	6.00	25.00	52.00	17.00	571.00	13.00	116.00	86.00	42.00	1.00	14.88	94.00	159.70
patho_DN103017_c0_g1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	8.00	39.00	21.00	5.00	7.00	34.00	18.00	4.00	5.00	3.00	2.00	21.00	0.00	64.83	88.00	13.00	76.00	2.00	88.00	39.00	16.00	77.00	25.06	16.00	62.00	86.00	32.00	41.00	42.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	8.00	1.00	0.00	1.00	7.00	6.00	0.00	0.00	9.00	2.00	17.00	10.00	0.00	6.00	19.00	23.00	29.00	6.00	26.00	32.00	15.00	437.00	4.00	107.00	42.00	17.00	2.00	25.00	58.00	89.00
patho_DN103031_c0_g1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	38.00	6.00	16.00	77.00	11.00	10.00	10.00	11.00	10.00	36.00	11.00	48.00	58.00	14.00	30.00	33.00	14.00	101.00	0.00	21.00	42.00	9.00	48.00	45.00	38.00	32.00	21.00	16.00	83.00	39.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	35.00	3.00	1.00	1.00	42.00	6.00	2.00	3.00	9.00	9.00	14.00	10.00	2.00	52.00	10.00	20.00	22.00	17.00	25.00	24.00	11.00	35.00	24.00	117.00	34.00	19.00	11.00	10.00	28.00	62.00
patho_DN103041_c0_g1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	13.00	13.00	106.00	53.00	12.00	8.00	85.00	24.00	16.00	25.00	8.00	19.00	57.00	2.00	153.00	195.00	43.00	324.00	9.00	191.00	122.00	89.00	325.00	127.28	73.00	241.00	273.00	66.00	77.00	103.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	17.00	2.00	0.00	0.00	37.00	9.00	1.00	1.00	23.00	4.00	51.00	18.00	1.00	14.00	46.00	71.00	123.00	32.00	62.00	95.00	48.00	1127.93	16.00	305.00	195.00	111.00	6.00	36.00	125.00	295.00
patho_DN103077_c0_g1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	43.01	98.96	34.89	61.00	83.00	43.00	53.00	35.00	46.00	98.00	71.00	53.00	119.00	13.00	45.00	56.24	55.00	192.00	2.00	58.98	66.00	39.00	35.00	64.00	44.00	49.00	66.00	58.00	102.00	57.68	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	47.00	8.04	1.00	1.00	76.00	76.00	9.00	19.00	96.01	44.00	96.00	128.50	1.00	120.00	18.02	23.00	47.01	23.00	43.74	114.00	53.00	168.27	54.00	380.97	83.00	31.32	45.28	16.00	60.00	126.00
